sample_id,news_id,respond_to,worker_id,text_en,label_str,label_id,split,text_ru,translation_provider,translation_model,translation_prompt_version,translation_status,translation_flags,is_accepted,en_chars,ru_chars,char_ratio_ru_en,en_words,ru_words,word_ratio_ru_en,en_sentences,ru_sentences,sentence_ratio_ru_en,ru_cyrillic_share,ru_latin_share,flag_empty_translation,flag_low_cyrillic,flag_high_latin,flag_extreme_char_ratio,flag_extreme_sentence_ratio,sanity_flag_count,has_sanity_warning,marker_en_negation,marker_ru_negation,marker_preserved_negation,marker_en_causal,marker_ru_causal,marker_preserved_causal,marker_en_conclusion,marker_ru_conclusion,marker_preserved_conclusion,marker_en_modality,marker_ru_modality,marker_preserved_modality,marker_en_majority_quantifier,marker_ru_majority_quantifier,marker_preserved_majority_quantifier,marker_en_alternative,marker_ru_alternative,marker_preserved_alternative,marker_en_escalation,marker_ru_escalation,marker_preserved_escalation,marker_en_authority,marker_ru_authority,marker_preserved_authority,marker_en_tradition,marker_ru_tradition,marker_preserved_tradition,marker_en_nature,marker_ru_nature,marker_preserved_nature,argument_marker_preservation_score,argument_marker_source_count,flag_low_marker_preservation,translation_quality_flag_count,has_translation_quality_warning,cometkiwi_score,flag_low_cometkiwi
7101,368,,4,These students are just doing what all humans would do when their freedoms are being threatened; fighting for it. Its simple human nature to fight to be free. I hope they continue to do this until they are free from the approaching tyranny.,appeal to nature,3,train,"Эти студенты просто делают то, что сделали бы все люди, когда их свободы оказываются под угрозой; борются за них. Это простая человеческая природа — бороться за свободу. Я надеюсь, они продолжат делать это, пока не освободятся от надвигающейся тирании.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,['original_contains_grammar_issues_preserved'],True,240,252,1.05,43,38,0.8837209302325582,3,3,1.0,1.0,0.0,False,False,False,False,False,0,False,False,True,,False,False,,False,False,,False,False,,True,True,1.0,False,False,,False,False,,False,False,,False,False,,True,True,1.0,1.0,2,False,0,False,0.8824068307876587,False
4045,49,,29,"If the Prime Minister is forced to resign just because of a little pressure, then pretty soon the whole government will be dismantled and the country is likely to fall into chaos. This type of reaction will only lead to a series of worsening events. Pretty soon the country could be consumed with lawlessness and the total loss of rights and civil liberties. We shouldn't jump to such drastic measures without considering the consequences.",slippery slope,8,train,"Если премьер-министра вынудят уйти в отставку только из-за небольшого давления, то очень скоро всё правительство будет демонтировано, и страна, вероятно, погрузится в хаос. Такой тип реакции лишь приведёт к серии всё более тяжёлых событий. Очень скоро страну может охватить беззаконие и полная утрата прав и гражданских свобод. Нам не следует прибегать к таким радикальным мерам, не обдумав последствия.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,[],True,439,403,0.9179954441913439,75,60,0.8,4,4,1.0,1.0,0.0,False,False,False,False,False,0,False,False,True,,True,True,1.0,False,False,,False,True,,False,False,,False,False,,True,True,1.0,False,False,,False,False,,False,False,,1.0,2,False,0,False,0.8716916441917419,False
4628,144,,36,"This is such a travesty of a case. There needs to be more done to protect victims in situations like this and understand that the public is also in danger. That's why while it may be difficult to hold somebody behind bars for a while before verdict is read, it is important for safety.",none,0,train,"Это просто вопиющий пример безобразного дела. Нужно делать больше, чтобы защищать жертв в подобных ситуациях и понимать, что общественность тоже находится в опасности. Вот почему, хотя может быть трудно на какое-то время удерживать кого-то за решеткой до оглашения вердикта, это важно для безопасности.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,[],True,285,302,1.0596491228070175,55,45,0.8181818181818182,3,3,1.0,1.0,0.0,False,False,False,False,False,0,False,False,False,,False,False,,False,False,,False,True,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,,0,False,0,False,0.866807222366333,False
10413,372,,8,"It's hard to imagine living in the epicenter of a pandemic like this. The anxiety, the sorrow, the irritation - it's all captured well in these diary entries. Their resilience and honesty are admirable. Some decent writing too.",none,0,dev,"Трудно представить, каково это — жить в эпицентре такой пандемии. Тревога, горе, раздражение — всё это хорошо передано в этих дневниковых записях. Их стойкость и честность вызывают восхищение. Да и написано местами неплохо.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,[],True,227,223,0.9823788546255506,39,31,0.7948717948717948,4,4,1.0,1.0,0.0,False,False,False,False,False,0,False,False,False,,False,False,,False,False,,False,False,,True,False,0.0,False,False,,False,False,,False,False,,False,False,,False,False,,0.0,1,False,0,False,0.8654945492744446,False
3901,1,,4,"You know how China is with dissent, so if I were in Hong Kong, I would quit it with this or they will be killed by the Chinese. They kill their own people, so they will kill you to seeing as they already sort of consider HK theirs. Especially when you are trying to bring attention to something that they have been trying to bury for decades!",hasty generalization,7,test,"Вы же знаете, как Китай относится к инакомыслию, так что, если бы я был в Гонконге, я бы завязал с этим, иначе их убьют китайцы. Они убивают своих же людей, так что они убьют и вас, учитывая, что они уже в некотором роде считают Гонконг своим. Особенно когда вы пытаетесь привлечь внимание к тому, что они пытаются замять уже десятилетиями!",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,"['informal_register', 'ambiguous_pronouns']",True,342,340,0.9941520467836257,67,60,0.8955223880597015,3,3,1.0,1.0,0.0,False,False,False,False,False,0,False,False,False,,True,False,0.0,True,False,0.0,False,False,,False,False,,True,False,0.0,False,False,,False,False,,False,False,,False,False,,0.0,3,True,1,True,0.8417258858680725,False
6367,323,,13,I think it is important that traditional languages be preserved. Making sure they are online will be vital in that process. This makes information accessible to many. It keeps these traditions alive and preserved for future generations.,appeal to tradition,4,test,"Я считаю, что важно сохранять традиционные языки. Обеспечение их присутствия в интернете будет жизненно важным в этом процессе. Это делает информацию доступной для многих. Это сохраняет эти традиции живыми и бережёт их для будущих поколений.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,[],True,236,241,1.021186440677966,37,35,0.9459459459459459,4,4,1.0,1.0,0.0,False,False,False,False,False,0,False,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,True,True,1.0,False,False,,1.0,1,False,0,False,0.8916722536087036,False
7359,454,,13,I think it is important to provide aid to these people. We need to provide them with aid so they can maintain their traditional way of life. They have lived this way for a long time and deserve to be able to maintain their simple way of life.,appeal to tradition,4,train,"Я считаю, что важно оказывать помощь этим людям. Нам нужно оказывать им помощь, чтобы они могли сохранять свой традиционный образ жизни. Они живут так уже давно и заслуживают возможности сохранять свой простой образ жизни.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,[],True,242,222,0.9173553719008265,48,34,0.7083333333333334,3,3,1.0,1.0,0.0,False,False,False,False,False,0,False,False,False,,True,False,0.0,True,False,0.0,True,True,1.0,False,False,,False,False,,False,False,,False,False,,True,True,1.0,False,False,,0.5,4,False,0,False,0.8960222005844116,False
7162,388,6562,2,"Everyone's right to express themselves is limited to some degree by the government. If you think whatever subject shouldn't be off limits, that's fine, but other countries disagree. Why should a video game be different? If something isn't allowed to be expressed, the setting in which it's expressed shouldn't really matter.",none,0,dev,"Право каждого выражать себя в какой-то степени ограничивается государством. Если вы считаете, что какая бы то ни было тема не должна быть под запретом, это нормально, но другие страны с этим не согласны. Почему видеоигра должна быть чем-то иным? Если что-то не разрешено выражать, то среда, в которой это выражается, по сути не должна иметь значения.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,[],True,324,350,1.0802469135802468,57,59,1.0350877192982457,4,4,1.0,1.0,0.0,False,False,False,False,False,0,False,False,True,,False,False,,False,False,,True,True,1.0,True,False,0.0,False,False,,False,False,,False,False,,False,False,,False,False,,0.5,2,False,0,False,0.8602167367935181,False
11014,572,,16,"This pastor should not have received a reduced sentence.  He raped young girls who were allowed to be around him, because he was a trusted figure. Are we setting a precedent that empowered individuals can get away with heinous crimes just by pleading guilty? Let's hope for a shift in that policy soon. What's next?  Will men like this be allowed to openly groom and rape young girls? Hopefully, more organizations will protest rulings like this.",slippery slope,8,dev,"Этот пастор не должен был получить смягчённый приговор. Он насиловал маленьких девочек, которым позволяли находиться рядом с ним, потому что он был человеком, которому доверяли. Создаём ли мы прецедент, при котором влиятельные люди могут безнаказанно совершать чудовищные преступления, просто признав вину? Будем надеяться, что вскоре эта политика изменится. Что дальше? Будут ли таким мужчинам позволять открыто склонять к сексу и насиловать маленьких девочек? Будем надеяться, что больше организаций будут протестовать против таких решений.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,[],True,446,542,1.2152466367713004,78,73,0.9358974358974359,7,7,1.0,1.0,0.0,False,False,False,False,False,0,False,True,True,1.0,True,True,1.0,False,False,,True,False,0.0,False,False,,False,False,,True,False,0.0,False,False,,False,False,,False,False,,0.5,4,False,0,False,0.8679463863372803,False
8330,578,,8,"The Germanic people have cherished their forests for centuries (look at their literature and songs and the whole cultural tradition which has flowered up around their renowned lush forests). So these groups are right to protest the forest's destruction. Let's support their cause by amplifying their voice by joining it with our own. A rich heritage, in addition to a cleaner environment, is on the line.",appeal to tradition,4,train,"Германские народы веками лелеяли свои леса (посмотрите на их литературу и песни и на всю культурную традицию, которая расцвела вокруг их знаменитых пышных лесов). Так что эти группы правы, протестуя против уничтожения леса. Давайте поддержим их дело, усилив их голос, присоединив к нему наш собственный. На кону — богатое наследие, помимо более чистой окружающей среды.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,[],True,404,369,0.9133663366336634,68,54,0.7941176470588235,4,4,1.0,1.0,0.0,False,False,False,False,False,0,False,False,False,,True,False,0.0,True,False,0.0,False,False,,False,False,,False,False,,False,False,,False,False,,True,True,1.0,False,False,,0.3333333333333333,3,True,1,True,0.8648862838745117,False
8856,553,,4,"This is, as usual, another case of governments ignoring actual problems and thinking its more important to control peoples' voices. Why do they never just focus on fixing the issues that cause people to speak out? Why not focus on making it so everyone has access to adequate amounts of food, money, safety, etc? That's what's important and what will result in fewer protests and whatnot.",appeal to worse problems,5,train,"Это, как обычно, ещё один случай, когда правительства игнорируют реальные проблемы и считают, что важнее контролировать голоса людей. Почему они никогда просто не сосредотачиваются на решении проблем, из-за которых люди высказываются? Почему бы не сосредоточиться на том, чтобы у всех был доступ к достаточному количеству еды, денег, безопасности и т. д.? Вот что важно и что приведёт к меньшему числу протестов и тому подобного.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,"['informal_tone_preserved', 'punctuation_preserved']",True,388,429,1.1056701030927836,68,65,0.9558823529411765,4,5,1.25,1.0,0.0,False,False,False,False,False,0,False,True,True,1.0,True,True,1.0,True,False,0.0,False,False,,True,False,0.0,False,False,,False,True,,False,False,,False,False,,False,False,,0.5,4,False,0,False,0.8731637001037598,False
11231,645,8531,1,"And Facebook's culture is wrong.  Its really that simple.  Just because it has always been done doesn't mean that it should be done.    Sometimes a tradition is just stupid.     As Shirley Jackson pointed out in The Lottery.    And this is really hurting people.   It warps history to fit a clean, sanitized narrative.   It removes nuance and subtlety.    Proper representation of history is important. Especially on our new communication platforms that are the main way people share information these days.",none,0,test,"И культура Facebook неправильна.  Всё действительно так просто.  Только потому, что так всегда делали, не значит, что так и следует делать.    Иногда традиция — просто глупость.     Как указала Ширли Джексон в «Лотерее».    И это действительно причиняет людям вред.   Это искажает историю, подгоняя её под чистый, приглаженный нарратив.   Это убирает нюансы и тонкость.    Надлежащее представление истории важно. Особенно на наших новых коммуникационных платформах, которые в наши дни являются основным способом, которым люди делятся информацией.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,[],True,507,546,1.0769230769230769,81,72,0.8888888888888888,10,10,1.0,0.9816091954022989,0.01839080459770115,False,False,False,False,False,0,False,False,True,,True,False,0.0,True,True,1.0,True,True,1.0,False,False,,False,False,,False,False,,False,False,,True,True,1.0,False,False,,0.75,4,False,0,False,0.847690224647522,False
8947,583,,4,"I think its best for all companies to just stay out of politics and divisive social issues. Especially in a country as conservative and religious as Pakistan! It was bold of them to make the ad, but pretty stupid in my opinion. Staying neutral would obviously help you sell more than alienating half your customers.",none,0,dev,"Я думаю, что всем компаниям лучше просто держаться подальше от политики и раскалывающих общество социальных вопросов. Особенно в такой консервативной и религиозной стране, как Пакистан! Было смело с их стороны сделать эту рекламу, но, по моему мнению, довольно глупо. Сохранять нейтралитет, очевидно, помогло бы вам продавать больше, чем отталкивать половину ваших клиентов.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,"['informal_tone_preserved', 'punctuation_preserved', 'sentence_boundaries_preserved']",True,315,374,1.1873015873015873,55,52,0.9454545454545454,4,4,1.0,1.0,0.0,False,False,False,False,False,0,False,False,False,,False,False,,False,False,,False,False,,True,False,0.0,False,False,,False,False,,False,False,,False,False,,False,False,,0.0,1,False,0,False,0.8693750500679016,False
9982,228,,31,I think peaceful protesting are always a good idea and should be allowed no matter what country is involved. There is nothing wrong with that. The news did a good job here,none,0,train,"Я считаю, что мирные протесты — это всегда хорошая идея и их следует разрешать, независимо от того, какая страна в этом участвует. В этом нет ничего плохого. Новости здесь хорошо справились",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,"['source_text_contains_grammatical_errors', 'translation_preserves_informal_argumentative_tone']",True,171,189,1.105263157894737,32,30,0.9375,3,3,1.0,1.0,0.0,False,False,False,False,False,0,False,True,True,1.0,False,False,,False,False,,True,True,1.0,False,False,,False,False,,False,False,,False,False,,True,True,1.0,False,False,,1.0,3,False,0,False,0.8609040975570679,False
7215,406,,4,"As usual, governments show that prioritizing punishing citizens that have their own opinions on politics is more important than their country's levels of violence and poverty. Imagine how much better Turkey would be if they stopped this and focused on the actual issues? There's also infrastructure, animal rights, etc!",appeal to worse problems,5,train,"Как обычно, правительства показывают, что для них важнее наказывать граждан, у которых есть собственное мнение о политике, чем уровни насилия и бедности в их стране. Представьте, насколько лучше была бы Турция, если бы они прекратили это и сосредоточились на реальных проблемах? Есть ведь ещё инфраструктура, права животных и т. д.!",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,[],True,319,332,1.0407523510971788,51,50,0.9803921568627451,3,4,1.3333333333333333,1.0,0.0,False,False,False,False,False,0,False,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,,0,False,0,False,0.8744287490844727,False
4630,144,,6,"The release of La Manada can happen while still getting justice for the victim. I think it is an option. I have to wonder if there's any other option though. Sometimes sexual assault isn't so black and white, when the consent lines are blurred.",false dilemma,6,train,"Освобождение La Manada может произойти и при этом справедливость для жертвы всё равно может быть достигнута. Я думаю, это один из вариантов. Однако мне приходится задуматься, есть ли вообще какой-то другой вариант. Иногда сексуальное насилие не так однозначно, когда границы согласия размыты.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,['named_entity_untranslated'],True,244,292,1.1967213114754098,46,43,0.9347826086956522,4,4,1.0,0.9670781893004116,0.03292181069958848,False,False,False,False,False,0,False,False,True,,True,False,0.0,True,False,0.0,True,False,0.0,False,False,,True,True,1.0,False,False,,False,False,,False,False,,False,False,,0.25,4,True,1,True,0.8387711048126221,False
7095,366,,4,"This type of mentality will just lead to the eventual rounding up and killing of all dogs. It will also cause panic and lead to people killing any dog they see! If the president fear mongers about dogs, obviously people will get scared and think all dogs are killers.",slippery slope,8,train,"Такой тип мышления просто приведёт в конечном итоге к тому, что всех собак согонят и убьют. Это также вызовет панику и приведёт к тому, что люди будут убивать любую собаку, которую увидят! Если президент нагнетает страх вокруг собак, то, очевидно, люди испугаются и подумают, что все собаки — убийцы.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,[],True,267,300,1.1235955056179776,49,48,0.9795918367346939,3,3,1.0,1.0,0.0,False,False,False,False,False,0,False,False,False,,True,False,0.0,False,False,,False,False,,True,True,1.0,False,False,,False,True,,False,False,,False,False,,False,False,,0.5,2,False,0,False,0.8641921281814575,False
6796,266,5596,2,"I don't think I really agree with this. He willingly took the job. There's a ton of other jobs he could have done. There's a reason that traditionally, we don't just accept the excuse of 'it was my job' when someone's job results in bad things. Similarly, saying someone else would've just done the job isn't good either.",appeal to tradition,4,train,"Я не думаю, что я с этим действительно согласен. Он добровольно взялся за эту работу. Есть масса других работ, которые он мог бы делать. На то есть причина: традиционно мы не просто принимаем оправдание «это была моя работа», когда чья-то работа приводит к плохим последствиям. Аналогично, говорить, что кто-то другой просто сделал бы эту работу, тоже нехорошо.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,[],True,321,361,1.1246105919003115,65,59,0.9076923076923077,5,5,1.0,1.0,0.0,False,False,False,False,False,0,False,False,True,,False,True,,False,False,,False,False,,False,False,,True,False,0.0,False,False,,False,True,,False,True,,False,False,,0.0,1,False,0,False,0.8613499402999878,False
8556,453,,2,"Turkey seems to just be getting worse and worse with all the news I hear. I hope the people can take back power before the authoritarianism really spirals. I mean, it's a cancelled music festival today, but what about tomorrow? Sooner or later, they're gonna end up with a country where the only public events allowed are rallies for the government.",slippery slope,8,train,"Похоже, что с Турцией всё становится всё хуже и хуже, судя по всем новостям, которые я слышу. Я надеюсь, что люди смогут вернуть себе власть, прежде чем авторитаризм действительно выйдет из-под контроля. Я имею в виду, сегодня отменили музыкальный фестиваль, а что будет завтра? Рано или поздно они придут к стране, где единственные разрешённые публичные мероприятия — это митинги в поддержку правительства.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,[],True,349,407,1.166189111747851,63,62,0.9841269841269841,4,4,1.0,1.0,0.0,False,False,False,False,False,0,False,False,False,,False,False,,False,False,,False,False,,True,False,0.0,True,True,1.0,False,False,,False,False,,False,False,,False,False,,0.5,2,False,0,False,0.8581374883651733,False
